EngineerVorcha , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_BatarianNet_Shared , sfxgamempcontent.SFXPowerCustomActionMP_Incinerate , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_Bloodlust_Shared , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_VorchaPassive_Shared , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_VorchaMeleePassive_Shared
EngineerMerc , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_CainMine , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_MercBowModalOne , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_MercBowModalTwo , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_MercPassive , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_MercMeleePassive
SentinelHumanMale , sfxgamempcontent.SFXPowerCustomActionMP_TechArmor , sfxgamempcontent.SFXPowerCustomActionMP_Warp , sfxgamempcontent.SFXPowerCustomActionMP_Throw , sfxgamempcontent.sfxpowercustomactionmp_humanpassive , sfxgamempcontent.SFXPowerCustomActionMP_HumanMeleePassive_Sentinel
SentinelHumanFemale , sfxgamempcontent.SFXPowerCustomActionMP_TechArmor , sfxgamempcontent.SFXPowerCustomActionMP_Warp , sfxgamempcontent.SFXPowerCustomActionMP_Throw , sfxgamempcontent.sfxpowercustomactionmp_humanpassive , sfxgamempcontent.SFXPowerCustomActionMP_HumanMeleePassive_Sentinel
SentinelTurian , sfxgamempcontent.SFXPowerCustomActionMP_TechArmor_Turian , sfxgamempcontent.SFXPowerCustomActionMP_Warp , sfxgamempcontent.SFXPowerCustomActionMP_Overload , sfxgamempcontent.sfxpowercustomactionmp_turianpassive , sfxgamempcontent.SFXPowerCustomActionMP_TurianMeleePassive
SentinelKrogan , sfxgamempcontent.SFXPowerCustomActionMP_TechArmor_Krogan , sfxgamempcontent.SFXPowerCustomActionMP_Incinerate , sfxgamempcontent.SFXPowerCustomActionMP_LiftGrenade , sfxgamempcontent.sfxpowercustomactionmp_kroganpassive , sfxgamempcontent.SFXPowerCustomActionMP_KroganMeleePassive
SentinelBatarian , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_BatarianArmor , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_Shockwave_Batarian , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_BatarianNet , sfxgamecontentdlc_con_mp1.sfxpowercustomactionmp_batarianpassive , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_BatarianMeleePassive
SentinelVorcha , sfxgamecontentdlc_con_mp2.SFXPowerCustomActionMP_Bloodlust , sfxgamecontentdlc_con_mp2.sfxpowercustomactionmp_flamer , sfxgamempcontent.SFXPowerCustomActionMP_BioticGrenade , sfxgamecontentdlc_con_mp2.sfxpowercustomactionmp_vorchapassive , sfxgamecontentdlc_con_mp2.SFXPowerCustomActionMP_VorchaMeleePassive
SentinelN7 , sfxgamempcontent.SFXPowerCustomActionMP_EnergyDrain , sfxgamempcontent.SFXPowerCustomActionMP_Incinerate , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_CryoCone , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_N7SentinelPassive , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_N7SentinelMeleePassive
SentinelVolus , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_Decoy_Volus , sfxgamempcontent.SFXPowerCustomActionMP_CombatDrone , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_ShieldBoost , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_VolusPassive , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_VolusMeleePassive
SentinelAsari , sfxgamempcontent.SFXPowerCustomActionMP_TechArmor , sfxgamempcontent.SFXPowerCustomActionMP_Warp , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_AnnihilationSphere_Shared , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_AsariPassive_Sentinel , sfxgamempcontent.SFXPowerCustomActionMP_AsariMeleePassive
SentinelKroganWarlord , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_TechArmor_Warlord , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_BioticHammerModal , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_TechHammerModal , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_WarlordPassive , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_WarlordMeleePassive
InfiltratorHumanMale , sfxgamempcontent.SFXPowerCustomActionMP_Cloak , sfxgamempcontent.SFXPowerCustomActionMP_CryoBlast , sfxgamempcontent.SFXPowerCustomActionMP_StickyGrenade , sfxgamempcontent.sfxpowercustomactionmp_humanpassive , sfxgamempcontent.SFXPowerCustomActionMP_HumanMeleePassive_Infiltrator
InfiltratorHumanFemale , sfxgamempcontent.SFXPowerCustomActionMP_Cloak , sfxgamempcontent.SFXPowerCustomActionMP_CryoBlast , sfxgamempcontent.SFXPowerCustomActionMP_StickyGrenade , sfxgamempcontent.sfxpowercustomactionmp_humanpassive , sfxgamempcontent.SFXPowerCustomActionMP_HumanMeleePassive_Infiltrator
InfiltratorSalarian , sfxgamempcontent.SFXPowerCustomActionMP_Cloak , sfxgamempcontent.SFXPowerCustomActionMP_ProximityMine , sfxgamempcontent.SFXPowerCustomActionMP_EnergyDrain , sfxgamempcontent.sfxpowercustomactionmp_salarianpassive , sfxgamempcontent.SFXPowerCustomActionMP_SalarianMeleePassive
InfiltratorQuarian , sfxgamempcontent.SFXPowerCustomActionMP_Cloak , sfxgamempcontent.SFXPowerCustomActionMP_StickyGrenade , sfxgamempcontent.SFXPowerCustomActionMP_AIHacking , sfxgamempcontent.sfxpowercustomactionmp_femquarianpassive , sfxgamempcontent.SFXPowerCustomActionMP_FemQuarianMeleePassive
InfiltratorGeth , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_Cloak_Geth , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_ProximityMine_Geth , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_Supercharge , sfxgamecontentdlc_con_mp1.sfxpowercustomactionmp_gethpassive , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_GethMeleePassive
InfiltratorQuarianMale , sfxgamempcontent.SFXPowerCustomActionMP_Cloak , sfxgamecontentdlc_con_mp2.sfxpowercustomactionmp_damping , sfxgamecontentdlc_con_mp2.SFXPowerCustomAction_EMPGrenade , sfxgamecontentdlc_con_mp2.sfxpowercustomactionmp_malequarianpassive , sfxgamecontentdlc_con_mp2.SFXPowerCustomActionMP_MaleQuarianMeleePassive
InfiltratorN7 , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_Cloak_N7Infiltrator , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_ElectricSlash , sfxgamecontentdlc_con_mp3.sfxpowercustomactionmp_shadowstrike , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_N7InfiltratorPassive , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_N7InfiltratorMeleePassive
N7InfiltratorTurian , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_TurianCloak , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_StimPack , sfxgamempcontent.SFXPowerCustomActionMP_Overload , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_N7TurianPassive , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_N7TurianMeleePassive
InfiltratorDrell , sfxgamempcontent.SFXPowerCustomActionMP_Cloak , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_HomingGrenade_Shared , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_ReconMine , sfxgamempcontent.sfxpowercustomactionmp_drellpassive , sfxgamempcontent.SFXPowerCustomActionMP_DrellMeleePassive
InfiltratorAsari , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_AsariCloak , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_DarkChannel2_Shared , sfxgamempcontent.SFXPowerCustomActionMP_Warp , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_AsariPassive_Infiltrator , sfxgamempcontent.SFXPowerCustomActionMP_AsariMeleePassive
InfiltratorFembot , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_FembotCloak , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_SnapFreeze , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_RepairMatrix , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_FembotPassive , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_FembotMeleePassive
VanguardHumanMale , sfxgamempcontent.sfxpowercustomactionmp_bioticcharge , sfxgamempcontent.SFXPowerCustomActionMP_Shockwave , sfxgamempcontent.SFXPowerCustomActionMP_Discharge , sfxgamempcontent.sfxpowercustomactionmp_humanpassive , sfxgamempcontent.SFXPowerCustomActionMP_HumanMeleePassive_Vanguard
VanguardHumanFemale , sfxgamempcontent.sfxpowercustomactionmp_bioticcharge , sfxgamempcontent.SFXPowerCustomActionMP_Shockwave , sfxgamempcontent.SFXPowerCustomActionMP_Discharge , sfxgamempcontent.sfxpowercustomactionmp_humanpassive , sfxgamempcontent.SFXPowerCustomActionMP_HumanMeleePassive_Vanguard
VanguardDrell , sfxgamempcontent.sfxpowercustomactionmp_bioticcharge , sfxgamempcontent.SFXPowerCustomActionMP_Pull , sfxgamempcontent.SFXPowerCustomActionMP_BioticGrenade , sfxgamempcontent.sfxpowercustomactionmp_drellpassive , sfxgamempcontent.SFXPowerCustomActionMP_DrellMeleePassive
VanguardAsari , sfxgamempcontent.sfxpowercustomactionmp_bioticcharge , sfxgamempcontent.SFXPowerCustomActionMP_Stasis , sfxgamempcontent.SFXPowerCustomActionMP_LiftGrenade , sfxgamempcontent.sfxpowercustomactionmp_asaripassive , sfxgamempcontent.SFXPowerCustomActionMP_AsariMeleePassive
VanguardKrogan , sfxgamecontentdlc_con_mp1.sfxpowercustomactionmp_bioticcharge_krogan , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_Carnage_KroganVanguard , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_Barrier_KroganVanguard , sfxgamecontentdlc_con_mp1.sfxpowercustomactionmp_kroganpassive_vanguard , sfxgamecontentdlc_con_mp1.SFXPowerCustomActionMP_KroganMeleePassive_Vanguard
VanguardHumanMaleCerberus , sfxgamempcontent.sfxpowercustomactionmp_bioticcharge , sfxgamecontentdlc_con_mp2.SFXPowerCustomAction_WhipSmash , sfxgamecontentdlc_con_mp2.SFXPowerCustomActionMP_Lash , sfxgamecontentdlc_con_mp2.sfxpowercustomactionmp_whipmanpassive , sfxgamecontentdlc_con_mp2.SFXPowerCustomActionMP_WhipManMeleePassive
VanguardN7 , sfxgamempcontent.sfxpowercustomactionmp_bioticcharge , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_PalmBlaster , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_SonicSlash , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_N7VanguardPassive , sfxgamecontentdlc_con_mp3.SFXPowerCustomActionMP_N7VanguardMeleePassive
VanguardVolus , sfxgamempcontent.sfxpowercustomactionmp_bioticcharge , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_ShieldBoost , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_BioticOrbs , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_VolusPassive , sfxgamecontentdlc_con_mp4.SFXPowerCustomActionMP_VolusMeleePassive
VanguardBatarian , sfxgamempcontent.sfxpowercustomactionmp_bioticcharge , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_Lash_Shared , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_BatarianArmor_Shared , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_BatarianPassive_Shared , sfxgamecontentdlc_shared.SFXPowerCustomActionMP_BatarianMeleePassive_Shared
VanguardTurianFemale , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_LineStrike , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_VenomTippedBlades , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_BioticFocus , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_FemTurianPassive , sfxgamecontentdlc_con_mp5.SFXPowerCustomActionMP_FemTurianMeleePassive
